pg_id,q_num,topic,ffvalue,q_id,r_id,debate_id,source,triple_id,q_text,r_text
10,5,evolution,4.2,91982,92023,1890,123,4395,"We can. Geological fossils of severial species, along with observations of specific species in isolated areas.
First, abiogensis isn't part of evolution, two, if we used your logic, if no one was there to observe it, nothing can be proved. Does a tree that falls in the woods make a sound if no one is there to observe it? If a man says something stupid and a woman isn't there to call him on it, did he say something stupid? The logic is faulty. Just because we weren't there to observe it, does not mean it did not happen. let's apply the logic to your argument. Since no human was there to observe Genesis, it therefore did not happen? How do you like your own logic being used aganist you?
Because Apes, monkeys and chimps are on different paths. You wouldn't expect a shark to evolve into a barracuda-like animal. things evolve to fill niches, we currently fill a niche, there is nothing pushing apes, chimps or other primates to fill a niche that is occupied.
How do we know anything for sure? We can't be certain of the Earth's age in billions of years, but we can use carbon dating to figure out it's older then 55,000 years, which refutes creationism.
","Basically the entire evolution of the horse, not to mention new species of fruit flies.
You clearly grouped abiogensis with evolution. That's not up for debate. God could have been there for every new evolution. Invoking that doesn't mean ****. If anyone is there to observe it or not means nothing.
Thank you for basically admitting that Pandion's argument is correct. We did not evolve from apes. Apes didn't even exist. We evolved from primitive primates, along with apes, chimps, orugantans, etc. How would they evolve into a new species of human? That would require them to be on a very similar evolutionary path as us, and obviously, they are not. Just like a shark cannot evolve into barracuda, they cannot evolve into a human.
How does it not refute creationism? Creationism states that the world is 7,000 years old. Carbon dating is only accurate up to a point, and that point is WELL beyond creationism's statements.
"
11,1,gun control,4.166667,349369,349484,9503,123,5626,"The VT killer was able to pass four consecutive background checks. Insisting that background checks be carried out at gun shows wouldn't have done a bit of good.
Please do show exactly where in the federal law that dealer background checks are suspended at gun shows. Maybe its like that ""right to privacy"" hidden some where in the Constitution that only leftard judges can find. Maybe if the guy or gal who just wants to sell grandp's gun could tap into the background check system a lot of would be dirtbags could be turned away. It is this failure by the liberals and democrats that keep alive the myth of no back ground checks at gun shows. If you are a dealer at a gun show you still and always have had to perform them.
","As firearms sales in the United States hit new highs, the Obama Administration and Democrats in Congress are squelching talk of a renewal of the assault weapons ban passed by Congress that lapsed in 2004, saying they don't want a distraction from their agenda and don't have the votes in Congress.
Seven million people have applied for criminal background checks since November in an effort to buy guns, according to the FBI. That figure doesn't include Virginia, whose gun shows don't require any background checks.
The buying bonanza has stripped some stores almost bare of assault weapons and yielded a national ammunition shortage.
As gun sales blossom, Democrats' interest in regulating gun sales appear to be waning, despite the recent spate of high-profile gun violence.
Two recent reports have fingered the Obama Administration and the assault weapons ban's most ardent supporter in Congress -- Sen. Dianne Feinstein (D-CA) -- as putting off any effort to regulate high-powered weapons. Congressional officials told a reporter in comments published Saturday that Obama and top White House aides have all but abandoned a push for tighter gun control, indicating they can't stomach a fight with the National Rifle Association when they're focused on other issues.
""He and other White House strategists have decided they can't afford to tangle with the National Rifle Association at a time when they're pushing other priorities, like economic renewal and health-care reform,"" congressional officials said.
The Raw Story | As firearms sales surge, Democrats drop assault weapons ban
"
11,2,gay marriage,-3.666667,374682,374705,1208,123,1841,"Yet another false assessment.
Why is posting Christian historical context ""anti-Christian""?
","So I am anti-Christian because I don't go around posting pro-Christian threads?
Your logic is really skewed.
Can I declare you anti-gay cause you don't frequently post pro-gay threads?
Quite frankly, you don't know squat about me. So stop trying to pretend you do.
I have gone on record to say I think Christianity does a lot of good in the world.
I have even tried to correct Matthew in his anti-Christian tirades. (Until I gave up realizing it would do no good... )
I hate to break it to you, but the WORLD typically functions with people putting out negative news.
You hear about how Joe Blow broke the law.
Do you ever hear about how Johnny Atlas keeps the law?
That's the thing.
JPSartre12 can't point to anything inaccurate, so you see this mundane complaint that *you're posting something I don't like* ...
Quite frankly, if Christianity insists on trying to tell the government how it should perform marriages, I think that street should cut both ways and the government should be able to have input on how religion performs marriages...
JPSartre12's reply is reflective of the *anti-gay Christians are seeking discrimination against gays, but we're going to try to pretend we're the real victims while we bash them* school of thought.
"
11,3,climate change,3.6,336642,336662,1984,123,4161,"Erm... we are? Levels of CO2 in the atmosphere are usually quoted as parts per million, currently a little over 380ppm, 150 years ago closer to 280. In 1970 about 330ppm.
Carbon dioxide in the Earth's atmosphere - Wikipedia, the free encyclopedia
","The wikipedia reference has recorded data from:
""The Mauna Loa Observatory (MLO) is an atmospheric baseline station on Mauna Loa volcano, on the big island of Hawaii. Since 1957 MLO has been continuously monitoring and collecting data relating to atmospheric change, and is known especially for their continuous monitoring of atmospheric carbon dioxide (CO2) levels, which is sometimes referred to as the Keeling Curve. The observatory is under the Climate Monitoring and Diagnostics Laboratory (CMDL) which is part of the National Oceanic and Atmospheric Administration (NOAA).""
Could it possibly be that we should be considering an increased activity of the volcano? Are we interpreting what we observe erroneously?
"
11,4,abortion,-4.666667,228394,228432,8260,123,1890,"You have a good point about this but returning to the
line of argument-- suppose it is the case that you lack confidence
in your belief. I fail to see why that should hold you back, if the
other person is not more certain. And I don't think it is the case
that people who seek abortions after viability, or the physicians who
do them, are more confident that what they are doing is right, than
you are that they are wrong. Or perhaps it isn't a matter of
confidence at all, but you simply regard your view about when a human
being with human rights comes into existence as somehow something
""purely subjective"".
","I think the major flaw in the pro-life position is their classification of abortion.
It is not about taking a life.
It is about abandonment.
"
11,5,evolution,4,203691,203746,10940,123,480,"Answers In Genesis has a list of arguments that creationists should never use. If there were a comparable list for evolutionists, I would probably put this classic text book example of evolution in the peppered moth on that list. It's not a bad example for illustration purposes, but the typical creationist response has been that this only shows ""microevolution"" within a species. They will then dismiss this as being irrelevant to ""macroevolution"" at higher taxons.
Have you ever read ""Icons of Evolution"" by Jonathon Wells? His attempts at dicrediting this study of moths by Kettlewell don't really refute the fact that natural selection does occur, but his criticisms are so often parroted on these discussion forums that you are in for a predictable onslaught whenever you bring it up. Natural selection really does happen. But showing how it occurs at the level of higher taxons is a bigger challenge and it is hard to meet that challenge by using this illustration of selection. I still think it's valuable as a means to explain natural selection in biology texts though.
","The moth was Biston betularia, the peppered moth. The first record of the observation of the dark morph was in 1848. As the lichens that grew on trees in industrialized areas of Great Britain died, and as the trees (and everything else) became covered with soot, the dark morphs became more and more numerous in industrialized areas. It took about 50 years for the frequency of dark morphs to go from essentially zero to about 99% of the population. It should be noted that the light morph never did disappear from populations away from the areas polluted by soot.
The marked release/capture predation experiments were done in 1953-1956 by Bernard Kettlewell, an ecologist, population geneticist and Physician from Oxford. His experiments were done before the campaign to clean up pollution of the later half of the 20th century. The campaign was so successful that the light morph is again more numerous all over Great Britain, comprising about 95% of the population.
I would add some very important specifications to that definition, as well as take one away. First, evolution is not just change, gradual or otherwise. Evolution is a change in the relative frequencies of alleles in a population over time. That is to say, it is the genetic, heritable makeup of a population that undergoes the change. Moreover, while natural selection is extremely important, it is not the sole mechanism of evolution. Before natural selection can change the genetic makeup of a population, there must be a source of genetic diversity for selection to act upon. The methods by which that diversity arises are also mechanisms of evolution, i.e., those mechanisms cause changes in the allele frequency in the population.
Since it is so significant to evolutionary theory, it cannot be stressed enough that it is populations that evolve, not individuals, and that populations evolve by changes in the total genome of the population from generation to generation.
Or they postulate that an old book of mythology is an historical record. Anything, even observed reality, that conflicts with that mythology is rejected.
Yes. It is amazing. However, the change took place in about 50 years, and the change back to predominantly light moths also took about 50 years.
There is some discussion about the methodology employed by Kettlewell in his experiments. Michael Majerus reviewed these in his recent book. He concluded that Kettlewell did very well with the technology available to him, and that while the experiments may not have been perfect, the most logical conclusion is that the change in color of the peppered moth is an example of evolution by natural selection. Dr. Ken Miller does a better job of explaining so I'll just link his discussion. The Peppered Moth - An Update
And changing in about 50 years twice in the space of 150 years is even faster.
That may be true, but I suspect that the differential reproduction of a morph of a species of moth is too little evidence on which to base millions of years of human evolution.
OK. Quite simply, scientific theories aren't ever actually proved. There is the possibility that there exists other data that will cause a change. Besides, the color change is an observation - the fact - that is explained by the theory, i.e., differential reproductive success of certain morphs in a given environment.
True, but they won't argue that. They will argue that Kettlewell's experiments were faked. They will shout loudly about how he glued moths to trees and them watched as birds ate them just to see if they actually ate the more visible moths in greater numbers. They will also claim that peppered moths don't rest on the trunks of trees. Actually, they do sometimes. Creationists will never talk about the release/capture experiments.
"
12,1,gun control,4,35874,36131,7091,123,3755,"It do work in Sweden, Iceland, Finland, Norway and Denmark as far as I´m aware of.
Did you know those contries existed? Maybe only the 'big-guys' like US, UK and australia are important? You can´t claim that gun control doesn´t work. There are many contries where it does.
Then, after all you have to see it in the proper timeframe. If UK and australia pretty recent aquired those gun-laws then yes, for a time crime might increase, but it will decrease with time.
","High Gun Ownership Countries
Country/Suicide/Homicide Total*
Switzerland 21.4/ 2.7/ 24.1
U.S. 11.6/7.4/19.0
Israel 6.5/1.4/7.9
Low Gun Ownership Countries
Country/Suicide/Homicide Total*
France 20.8/1.1/21.9
Denmark 22.3/4.9/ 27.2
Japan** 16.7/0.6/17.3
* The figures listed in the table are the rates per 100,000 people.
** Suicide figures for Japan also include many homicides.
Source for table: U.S. figures for 1996 are taken from the Statistical Abstract of the U.S. and FBI Uniform Crime Reports. The rest of the table is taken from the UN 1996 Demographic Yearbook (1998), cited at http://www.haciendapub.com/stolinsky.html
6. The United States has experienced far fewer TOTAL MURDERS than Europe over the last 70 years. In trying to claim that gun-free Europe is more peaceful than America, gun control advocates routinely ignore the overwhelming number of murders that have been committed in Europe.
* Over the last 70 years, Europe has averaged about 400,000 murders per year, when one includes the murders committed by governments against mostly unarmed people.169 That murder rate is about 16 times higher than the murder rate in the U.S.170
http://www.gunowners.org/fs0404.htm
"
12,2,gay marriage,-3.571429,75710,75846,10491,123,5473,"Exactly. I'd like to know that myself. Since when has God promoted discrimination?
","I think maybe you have hit yourself in the head with the Bible a few times too often.
"
12,3,climate change,3,11713,11829,1354,123,4256,"Global warming may or may not be the result of what humans are doing, although it sure isn't helped by our destorying the environment. Now the increasing amount of natural disasters worries me a lot more than global warming which doesn't seem to be progressing to quickly (from winter to early summer, 136 of 140 days were below average temperature where I live). I could really use some global warming up here in Michigan!!!
","Many natural disasters such as tornados, destructive flood, severe drought probably have something to do with global warming.
I don't know which is first regarding these combinations. Maybe flood is caused due to global warming, maybe reverse.
These phenomena are related each other, so it can't be seperated when we think about it.
Maybe global warming itself is not such a big threat but many disadvantages resulting from this are threats to us.
"
12,4,abortion,-3.5,86215,86251,4080,4F,-1,"For what it's worth, I certainly AM bothered by this if it's true. I'd like to see the source where you got that information about the abortion rate climbing under Bush's presidency, if you would. Of course, we also need to note that the rise and fall of abortion rates are not necessarily linked to who is president at the time.",Clinton gave access to b/c which is known to prevent pregnancies. Bush has reduced access to b/c (including e/c). A primary reason for aborting is money - Americans have been less well off under Bush.
12,5,evolution,4,234326,234422,8221,123,5958,"They can only have two views. Either the book of Genesis is true, or it is false.
Yes, time is a factor - the gang is trying to bleed me out. I'll try to get to it.
They don't care too much because they don't have a very hard time persuading them to their political point of view, concerning ""separation of church and state"".
Some atheists claim to have all the ""facts"", and when I question them about it, other atheists tell me they don't need all the facts.
Why has nothing evolved there?
So atheism doesn't ""need"" facts? If it claims to have complete knowledge of evolution, doesn't it need all the facts? If the answer is no, then how can it argue against religion? Miller didn't explain it.
That strays to far from the topic of this thread.
Evolution may not, but most evolutionists do.
Human representatives of science look at the world around it and come to some very complex, philosophical conclusions.
Science has never been in the business of ""simple"".
Preachers and Priests, ""all the great western religions"" - he was clearly referring to all men of religious authority - all men of God.
And Miller could have had some better proof readers. The point is, it can happen to anyone. You don't think any athiests here ever make spelling / grammar mistakes?
To ALL of the Christian religion (you know, the teachings of Christ) it is VERY important.
The teachings of the need of forgiveness in Christ are also very relevent to today's society, at least to Christians, like Miller.
If theistic evolution doesn't believe in original sin, then it rejects the central theme of Christ's teachings, and therefore is not actually Christian.
Again, you're straying from the topic of this thread.
","""This sentence is false.""
The truth value of that statement cannot be determined.
The existance of god cannot be proven/disproven with the current evidence. If I don't accept that it is proven, that isn't saying that I believe that he cannot exist.
If someone said that the truth value couldn't be determined, what would you think?
That is part of the bill of rights. It was not agreed upon by atheist scientists with a political agenda.
We don't have all of the facts, but we come to the best conclusions that we can based on the facts we have.
There is a lack of certain chemicals. Without those, life can't exist. Not very many planets can support life, and the same solar system isn't likely to have two of them.
Note: I expect this argument:
""then how is it that life happened to originate here? Isn't that too unlikely?""
Please, try it.
The facts that have been found support the theory of evolution (the relevant ones, that is). No known facts (except the bible's testimony) support religion.
I wish you wouldn't keep dodging the same question. I have asked it three times, and I will continue to ask it until I get a response. Should I make a new thread? Would you answer then?
But you are trying to debunk the theory, right? If it can be accepted by atheists, agnostics, theists, and the catholic church, how can you say that it is completely atheistic?
The key word is ""simplest."" The theories that scientists come up with are simpler than the hypotheses presented by religious fundamentalists.
Some do. I suppose it doesn't change the points made in a post, but it does show how much effort went in.
But current events and morals are more important, right?
Today's society... I think that is more important than something that may have happened many years ago, right?
A theistic evolutionist might say, ""people who give stories priority over morals are not actually Christian."" Look up ""no true scotsman.""
Again, I want an answer. My point is that you do not accept some things like, ""God is wrath."" You, too, pick and choose what you believe.
"
13,1,gun control,4,366299,366417,3901,123,4813,"Even new Justice Sotomayor, who claimed she ruled by precedent will be bound by the Heller Decision if she remains true to her purported philosophy. The debate between Sui Juris and Res Judicia should no longer be an issue with the liberals on this RIGHT! It either applies to all or it applies to none which would result as Justice W.O. Douglas wrote: ""a revolution"". It is in the government's (federal especially) best interests to keep our soldiers employed in foreign countries. BTW, I think the court decision in Nunn vs. State of Georgia did the best summation of this right!
","THE STATE v. BUZZARD.
Buzzard decided 2:1 to uphold a law restricting concealed carry. But had the question been is there an individual right o keep and bear arms for one's own protection, the court would have split 2:1 in favor of that right. So your mention of that case makes little sense if you are trying to make the point that Heller was not true to precedent. Heller was not about concealed carry, but rather the RKBA for self defense
Of the 3 judges, only Dickensen interpreted the RKBA as did the dissents in Heller. Dickensen read the RKBA as a limited individual right to keep and bear arms for the protection of the state (a right which does not encompass self defense).
"
13,2,gay marriage,-3.4,89841,89968,7267,123,5008,"It's a step toward legal same-sex marriage in another jurisdiction. As it becomes legal in more areas, an amendment will be more difficult. There will be people on both sides who will have strong opinions. However, for the moderate middle, same-sex marriage will just become a part of society, and a fact of life for those who want a same-sex marriage. It won't even be terribly exciting, and not anything like the sky falling. That moderate middle will want to focus on issues they see as more directly important to their everyday lives.
","Didn't pass. I'm not sure if there was more support than ever before for a Marriage Amendment. Perhaps a short reaction period if that's true, but it wasn't enough. The support hasn't been sustained.
I'm sure that tape with Bin Laden conveniently showing up just before the vote had nothing to do with it. There were many reasons besides that as well, you can't pin it all on gay marriage.
There's nothing ""up in the air"" about it. Please.
"
13,3,climate change,2.6,317154,317228,11373,4F,-1,"This assumes that land is equally suited to arable and pastoral farming.
 In reality that isn't the case, upland areas are generally unsuitable for crops, whilst lowland areas are usually used for arable.",This isn't assumed in the studies. Nearly 35% of all arable land used worldwide is used to feed livestock.
13,4,abortion,-4.4,21540,21551,9101,123,1361,"If the child is to be born into a poverty stricken part of the world and is expected to die by the age of 7 by either disease or lack of food, why not spare pain and abort?
","Because if you can murder the unborn to prevent its suffering, you can murder the baby to prevent his suffering.
"
13,5,evolution,4,339509,339579,7670,123,1941,"Putting cytosine deamination to work: How the immune system exploits the optimal properties of the genome for antibody diversification and immune function.
The effect of cytosine deamination on a random pool of amino acids and how it might facilitate evolution has been described. The optimal features of the genetic code are exploited by the vertebrate immune system by ""putting cytosine deamination to work"". Antibody diversification is crucial in limiting the frequency of environmentally acquired infections and thereby increasing the fitness of the organism. Initial diversification of antibodies is achieved by assembling variable (V), diversity (D) and joining (J) gene segments (V(D)J recombination) by non-homologous recombination. Further diversification is carried out by somatic hypermutation (SHM) and Class Switch Recombination. Central to the initiation to these diversification processes is the activation-induced cytosine deaminase (AID) protein. AID deaminates cytosine to uracil in single stranded DNA (ssDNA - arising during gene transcription) and is dependent on active gene transcription of the various antibody genes. The induced mutation is resolved by at least 4 pathways (Figure 1):
1) Copying of the base by high-fidelity polymerases during DNA replication.
2) Short-Patch Base Excision Repair (SP-BER) by uracil-DNA glycosylase removal and subsequent repair of the base.
3) Long-Patch Base Excision Repair (LP-BER)
4) Mismatch repair (MMR)
Link to big picture
http://mybroadband.co.za/vb/picture....pictureid=1884
Figure 1: Activation induced cytosine deamination and the pathways involved in resolving the induced mutation. 1) Normal DNA replication results in a C:G&#8594;T:A transition. 2) Successful SP-BER resolves the mutation, however the recruitment of error-prone translesion polymerases results (e.g. REV1) in transversions (REV1; C:G&#8594;G:C) and transition. 3) LP-BER can also resolve the mutation, however recruitment of low-fidelity polymerases (e.g. Pol n) also causes transition and transversion mutations. 4) MMR repair can also resolve the mutation, however the recruitment of low-fidelity polymerases through this pathway is a major cause of A:T transitions.
AID causes somatic hypermutation and its activity is limited to the certain genetic regions of the immune system. When the system runs unchecked, mutations might be introduced into proto-oncogenes, resulting in possible cancerous growth. The system is controlled (Figure 2). The activity and gene expression of AID is controlled. The type of error-repair pathway and the subsequent recruitment of various low-fidelity polymerases determine the type of mutations after the repair process and these also seem to be controlled. Current research focuses on the mechanisms of control of downstream repair pathways and why this system is selectively targeted to the small region of antibody genes.
http://mybroadband.co.za/vb/picture....pictureid=1886
Figure 2: Controlled variability of somatic hypermutation.
Thus, the immune system exploits the properties the genetic code for the purpose of controlled variability. This system is not only limited to vertabrate. Cytosine deamninases are found in bacteria as well. Error-prone repair systems are also present together with an optimal code.
References:
Peled JU, Kuang FL, Iglesias-Ussel MD, Roa S, Kalis SL, Goodman MF et al. The biochemistry of somatic hypermutation. Annu Rev Immunol. 2008;26:481-511.
Teng G, Papavasiliou FN. Immunoglobulin somatic hypermutation. Annu Rev Genet. 2007;41:107-20.
Goodman MF, Scharff MD, Romesberg FE. Abstract AID-initiated purposeful mutations in immunoglobulin genes. Adv Immunol. 2007;94:127-55.
Basu U, Chaudhuri J, Phan RT, Datta A, Alt FW. Regulation of activation induced deaminase via phosphorylation. Adv Exp Med Biol. 2007;596:129-37
","Speaking of antibody diversification:
Evolution In Action: Our Antibodies Take 'Evolutionary Leaps' To Fight Microbes
Wonder what the reaction would be if the title was:
Teleological Evolution in Action: Our Antibodies Take 'Evolutionary Leaps' to fight Microbes
Why Teleological evolution? Well, the immune system purposefully manipulates information by using the optimality of the genetic code, random variation and selection as a means to an end? antibody diversification. (See how)
Teleological evolution is not limited to the immune system.
Somatic evolution of malignancy alse seem to have a teleological streak
Adaptive landscapes and emergent phenotypes: why do cancers have high glycolysis?
Somatic evolution of malignancy:
The purposeful manipulating of information by using the optimality of the genetic code, random variation and selection as a means to an end? adaptation to hypoxic and acidic fitness landscapes.
Viewing cells as computers that make other computers and information as an irreducible property of nature makes this view tenable.
"
14,1,gun control,4.833333,248501,248783,5787,123,1023,"sorce http://www.breitbart.com/news/na/paF...ubstitute.html
","So the argument there seems to be that gun crime has been rising despite the strict gun laws of England. The statistics show both a rise and fall in gun crime:
""In the year ending 31 March 2005 provisional figures show a:
""16% reduction in the use of handguns
9% reduction in robberies involving firearms
6% reduction in serious injuries from firearms offences
Despite these figures, the number of overall offences involving firearms has been increasing each year since 1997/98. And crime involving imitation weapons was up 55% in 2004-05 compared to the previous year. (Source: Crime in England and Wales 2004/2005)
""Also of concern is a rise in the number of young people carrying real or imitation firearms in an attempt to boost their image or from a mistaken idea about self-protection.""
http://www.homeoffice.gov.uk/crime-v...ime/gun-crime/
In addition, the rise in gun crime may be mostly due to the big rise in the number of replica and air guns being used in crime:
""Imitation weapons were used in 3,332 offences in 2004/05, an increase of more than half (55%) from 2003/04....Ball-bearing (BB) guns are easy to purchase and often look like real weapons....Anti-firearms campaigners would like to see much tighter controls for all other types of weapons, including an outright ban on the production, sale, and possession of BB guns, airguns, and replica guns....The police say that in 2003 replica firearms were used in an estimated 60% of robberies and four out of five of all firearms offences. Nearly three quarters (72%) of firearms seized by the Metropolitan Police Service in 2003 under Operation Trident, set up to tackle gun crime within London?s black communities, were replicas, air guns, or starter pistols.""
http://www.crimeinfo.org.uk/servlet/...ory=factsheets
"
14,2,gay marriage,-3.333333,67626,67645,8476,123,6432,"By 78%, Louisianna voters decided to ban gay marriages and not to recognize gay marriages performed in other states.
There is hope for the world!
...
http://www.foxnews.com/story/0,2933,132840,00.html
Louisiana already has a law stating that marriage can be only between a man and woman, but supporters of the amendment want to protect that law in the Constitution. The amendment also would prohibit state officials and courts from recognizing out-of-state marriages and civil unions between homosexuals.
...
","Why would denying rights to a group of the population make you so happy. That is sick! Why would yu be against gay couples having domestic partnerships. This in fact means anyone who had a domestic partnership and health benefits will now lose them causing undo hardship on law abiding, tax paying citizens.
Again this is a popularity contest with these ammendments things. If we had put slavery and inter-racial marriage to an ammedment they would have passed as well. Popularity doesn't make something moral or constitutional. Will these ammendments stand up to a challenge in the courts later?
"
14,3,climate change,2.2,12157,35318,821,4F,-1,"Like I said, if that were true it would have happened 4000 years ago when our planet was a whole lot hotter.","Ice is stilll ice at -30 or -40. I agree with your point that the earth will not flood, however, your justification is bogus. You also forget that with a temperature increase comes an increase in volume, its not the ice that people are worried about. Furthermore, certain currents are based on regional ocean temperatures and are responsible for the moderate climates in various areas (Britain for one)."
14,4,abortion,-4.2,86840,87003,4734,123,5320,"ok, first of all, the ""baby"" isn't really a baby yet. and i'm not really such an expert on this whole science thing, but the researchers must have their reasons for not using the dead babies' stem cells. maybe they don't work. and also, think about this: if u had a very close friend or relative who's affected by a disease that cud be cured by stem cell research, wudn't u want stem cell research to happen? wat wud probably be more important, a very great person who's going to die pretty soon, or using things that aren't babies yet to help that person live longer. i wud choose to have that person live longer. i know, it's a rather selfish thought, but wat can i say, people are just like that. can't really deny it.
","oh really? so u wud choose 2 have...say...a close friend or relative who has a disease that wud probably be cured by stem cell research, 2 die from it and choose 2 have a new baby be born, right? well then, wat if it's ur mom or dad?
"
14,5,evolution,4,282967,283244,4244,123,2715,"ridiculous. Do we accept the genetic code? The existence of mutations? C'mmon. The question is not whether these exist, it's if the given mechanism given by darwinists is scientifically valid. I've asked repeatedly for an example of a mutation that beneficially alters phenotype and have yet to receive one. I don't deny mutations....I deny they play the role evos say they do. Likewise I do not deny the genetic code, I just deny it could have been built up the way darwinists say.
You're also asking if we reject physics? Physics is not a precise, definable science...so there's nothing to accept or reject -- it's all an interpretation or an opinion....Likewise, life is not precise or definable. The big bang is not a scientific fact -- it's simply an interpretation of the available evidence...but some people read the evidence in a completely different way and ackowledge that the big bang has some big holes in it. I don't accept ToE because I don't believe life is inherently accidental....and I don't believe variation arises randomly. Likewise there is no scientifically-proven cases of selection. Likewise there is no evidence in the fossil record of slow, gradual evolution from one species to another -- which has been the story for the past century. Likewise there are no half-ape/half-humans unearthed. Likewise there is no materialistic origin of life. I'll stop there, I guess.
","I don't recognize this version of physics, and I don't know where to begin to ask you to explain it. I'm going to take a stab in the dark, and begin with my notion of definable science. In physics, there are a number of foundational theories, including Newton's version of mechanics and gravity; the corpuscular and wave theories of light; Clerk-Maxwell's theory of electromagnetism; the luminiferous ether; statistical mechanics; thermodynamics; Special Relativity; General Relativity; Quantum Mechanics; The Standard Model; Quantum Supergravity; String Theory. That's not all, but it is sufficient for our discussion. Some of these theories are still held, some have been completely discarded, and some are currently in question at the margins. For example, General Relativity and Quantum Mechanics are fundamentally incompatible at the energies (=temperatures) of the Big Bang or the core of a Black Hole.
All of this, to me, is quite well-defined in several ways. Each theory can be clearly stated. The main evidence for and against each theory can be clearly stated. The history of each theory is well known. The history of physics, in the sense of which combination of theories is generally accepted, is also known. There are some notable errors and unprofitable side paths along the way, and there are brief transitions when the acceptance of one idea is going down, while another is rising to supplant it.
You have something else in mind. Please tell me what it is.
"
15,1,death penalty,2.16,338238,338244,12157,4F,-1,Why do we need doctors for this anyway?,"Just a guess on my part. But it's probably one of the only factors that separates our advanced industrialized nation -- as the only one still having the death penalty -- from savage places like Afghanistan, etc.
 
 Having a doctor allows the self-deceptive veneer that a most uncivilized, inhumane act, about to take place, is somehow civilized or humane. And not the bloodthirsty, venomous, purely vengeful thing that it is.
 
 He sounds like a very principled individual to me. With this, yet one more indication that the death penalty system in our country is unsustainable. Not only for moral reasons, but because it is not shown to serve as an effective deterrent, and because the overwhelmed system is not supportable, under our American Constitution, often punishing everyone involved, even the families of victims. (i.e. These cases go on for years and years and years and years. There's no closure for people.)"
15,2,gay marriage,3.2,187460,187471,7150,4F,-1,"It says right in the Constitution...
 
 'We hold these truths to be self evident that all men are created equal, and that they are endowed with certain unalienable rights, life, liberty, and the pursuit of happiness...etc. etc.''
 
 Wouldn't one gay man marrying another be considered a 'pursuit of happiness'?
 Just my thoughts.","That is the declaration of independence not the constitution.
 
 I can go you one better admendment 9 and 10 talk about certain rights retained by the people.
 
 Amendment IX
 
 The enumeration in the Constitution, of certain rights, shall not be construed to deny or disparage others retained by the people. 
 
 Amendment X
 
 The powers not delegated to the United States by the Constitution, nor prohibited by it to the states, are reserved to the states respectively, or to the people.
 
 The conservatives would argue that by offering same sex marriage that their persute of happiness is denied by gay people even existing and that they have to look at us."
15,3,gun control,-3.8,318441,318453,3822,123,3526,"If your government bans guns, then they don't trust you with them. They know that should they pass any laws that an armed populace deems as unjust, then the citizens will have the means to rise up against tyranny.
If a government bans guns, that is strongly indicitive that they don't trust us ordinary dirtbags with them, and if their ""safety"" comes at the cost of ours, then too bad.
Also, you must note that politicians own guns themselves, and have armed bodyguards. If a politician intends to ban guns, then there is indication of an inflated ego, he/she has the ""I'm more trustworthy than you."" attitude. This idea is nothing short of elitism, hypocrisy, and fear of a people who refuse to be slaves to the government.
Of course, I'm not saying that all governments that ban guns are dictatorships, but if your government bans guns (or already has), then you have to wonder what they think of you.
","This is all totally irrelevant. You're missing my point, obviously. This is all hypothetical, though I'm sure once my side post here they'll all agree that it has some validity.
Do they keep you in ignorance over there? It's not illegal for UK politicians to own guns.
"
15,4,abortion,3.2,130925,130959,5469,4F,-1,The fact you always ignore is your not just doing it to your body.....,"This is a separate issue, Voice of Reason. Some didn't understand how pro-choice people can say they personally wouldn't do something and/or think something is wrong but still support other's right to do it, and that's what I was answering."
15,5,evolution,-3.8,172884,172946,3812,123,6433,"We have found fossilized t-rex footprints. They put one foot in front of the other, just like we do.
","Everybody sing along...
Put one foot in front of the other,
and soon you'll be walking 'cross the floor;
put one foot in front of the other,
and soon you'll be walking out the door.
(Or something like that).
And let's continue...
I'm Mr. Heat Miser, I'm Mr. Sun,
I'm Mr. Green Christmas, I'm Mr. hundred-and-one.
They call me Heat Miser, whatever I touch
starts to melt in my clutch ... I'm too much
(or something like that)
"
16,1,death penalty,-1.3,212703,212887,8109,4F,-1,"No, for the reasons stated above and one more. Some people don't deserve to live....like SH, for example.","Well, it also deprives that person of rethinking their life, and maybe become a missionary for children in Afirca or something. You cannot judge a man's life on what he has done, you can judge him about those acts, but not his entire life.
 The death penalty is a contradictory measure. On one side, we say we want to protect the value of human life by putting murderers in jail, but on the other, we show utter contempt for that same value. How can you say you are protecting the life of your citizens (because you value it), while at the same time you end someone else's life. This is absurd.
 The decision on who deserves to live is not one that can be made with justice by any court on earth. Human life is a value so absolute that to play with it and destroy it is to deny the very foundations of any society: peace and respect fo the human perosn.
 "
16,2,gay marriage,3.2,131794,131811,5491,4F,,"The only state is Mass. and unless you use a friend's address, they won't marry out of state couples.","So sorry; I have a friend who works and lives in the D.C. area, but he has residency in Mass., because he owns a home there. And he was able to be married only because he owns a home there ? emoticon_rolleyes"
